phrase,news_count,research_count,speech_count,news_percentage,research_percentage,speech_percentage,average_percentage,source,agriculture_and_food_production,healthcare_and_wellbeing,general,none_of_the_above
conflicting interests,9.0,42.0,0.0,0.0001,0.0004,0.0,0.0002,news_research,False,False,True,False
sugar mummy,28.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
three-month ban,21.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
charged crowd,22.0,0.0,4.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
three-point lead,21.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
ovens,14.0,28.0,0.0,0.0001,0.0003,0.0,0.0002,news_research,True,False,False,False
hydroxides,1.0,44.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
picking plant,0.0,0.0,10.0,0.0,0.0,0.0002,0.0002,speech,True,False,False,False
evacuation orders,27.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
suction,3.0,47.0,9.0,0.0,0.0004,0.0001,0.0002,news_research_speech,False,True,False,False
pickles,10.0,18.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,True,False,False,False
ground work,6.0,11.0,28.0,0.0001,0.0001,0.0005,0.0002,news_research_speech,False,False,True,False
record holder,25.0,0.0,7.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
hydroxyl,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
ground water sources,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
risk management framework,10.0,19.0,10.0,0.0001,0.0002,0.0002,0.0002,news_research_speech,False,False,True,False
hydroxyl group,1.0,42.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
ground water resources,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
pickaxes,20.0,7.0,15.0,0.0002,0.0001,0.0002,0.0002,news_research_speech,False,False,True,False
over-dispersion,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
groundbreaking event,34.0,0.0,4.0,0.0003,0.0,0.0001,0.0002,news_speech,False,False,True,False
evacuations,68.0,3.0,3.0,0.0006,0.0,0.0,0.0002,news_research_speech,False,False,True,False
confounders,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
confounding factors,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
confounding variables,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
pick-up vehicle,29.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
charging order,0.0,0.0,10.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
hydrophobicity,0.0,39.0,2.0,0.0,0.0004,0.0,0.0002,research_speech,False,False,True,False
three-phase fault,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
sufferers,36.0,34.0,4.0,0.0003,0.0003,0.0001,0.0002,news_research_speech,False,True,False,False
related costs,22.0,19.0,0.0,0.0002,0.0002,0.0,0.0002,news_research,False,False,True,False
outsourcing decision,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
outreach program,23.0,9.0,13.0,0.0002,0.0001,0.0002,0.0002,news_research_speech,False,True,True,False
access routes,31.0,20.0,9.0,0.0003,0.0002,0.0001,0.0002,news_research_speech,False,False,True,False
gridded dataset,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
hypothesized paths,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
thriving business,27.0,11.0,13.0,0.0002,0.0001,0.0002,0.0002,news_research_speech,False,False,True,False
hypoxia,0.0,22.0,5.0,0.0,0.0002,0.0001,0.0002,research_speech,False,True,False,False
thriving democracy,33.0,1.0,22.0,0.0003,0.0,0.0004,0.0002,news_research_speech,False,False,True,False
thriving economy,36.0,7.0,14.0,0.0003,0.0001,0.0002,0.0002,news_research_speech,False,False,True,False
pineapple juices,0.0,27.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
visionary initiative,20.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
visionary entrepreneur,23.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
pineapple varieties,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
hypothesised mean,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
manufacturing systems,0.0,19.0,4.0,0.0,0.0002,0.0001,0.0002,research_speech,True,False,True,False
audience engagement,24.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
grieving family,74.0,1.0,2.0,0.0006,0.0,0.0,0.0002,news_research_speech,False,True,False,False
risk evaluation,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
hypothesis formulation,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
appearance fees,15.0,0.0,11.0,0.0001,0.0,0.0002,0.0002,news_speech,False,False,True,False
looted state assets,21.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
ping,2.0,6.0,40.0,0.0,0.0001,0.0006,0.0002,news_research_speech,False,False,False,True
vision problems,19.0,12.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,True,False,False
changing roles,42.0,14.0,0.0,0.0004,0.0001,0.0,0.0002,news_research,False,False,True,False
changing role,7.0,20.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
related matter,13.0,0.0,26.0,0.0001,0.0,0.0004,0.0002,news_speech,False,False,True,False
outpatient services,27.0,12.0,10.0,0.0002,0.0001,0.0002,0.0002,news_research_speech,False,True,False,False
millennium development goals,3.0,53.0,3.0,0.0,0.0005,0.0,0.0002,news_research_speech,False,True,True,False
throw,22.0,4.0,17.0,0.0002,0.0,0.0003,0.0002,news_research_speech,False,False,False,True
expect opinion,0.0,0.0,10.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
weed competition,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
throwback,28.0,4.0,25.0,0.0002,0.0,0.0004,0.0002,news_research_speech,False,False,True,False
greenhouses,22.0,19.0,0.0,0.0002,0.0002,0.0,0.0002,news_research,True,False,False,False
changing rooms,61.0,16.0,7.0,0.0005,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
throat cancer,20.0,0.0,4.0,0.0002,0.0,0.0001,0.0002,news_speech,False,True,False,False
said period,19.0,15.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
subsidiary legislation committee,5.0,0.0,29.0,0.0,0.0,0.0005,0.0002,news_speech,False,False,True,False
said petition,22.0,0.0,4.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
expatriate,19.0,19.0,6.0,0.0002,0.0002,0.0001,0.0002,news_research_speech,False,False,True,False
subsidiary company,19.0,9.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
subsidiary companies,32.0,6.0,5.0,0.0003,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
visionary approach,24.0,0.0,5.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
risk control,1.0,40.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
dye molecules,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
money balances,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
throats,50.0,5.0,11.0,0.0004,0.0,0.0002,0.0002,news_research_speech,False,True,False,False
changing times,43.0,16.0,4.0,0.0004,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
thrombosis,12.0,17.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,True,False,False
dyestuffs,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
outreach programme,45.0,11.0,0.0,0.0004,0.0001,0.0,0.0002,news_research,False,False,True,False
outsource,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
hypertension management,6.0,25.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,True,False,False
related events,41.0,7.0,4.0,0.0004,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
outskirt,23.0,29.0,9.0,0.0002,0.0003,0.0001,0.0002,news_research_speech,False,False,True,False
reconnection,53.0,4.0,10.0,0.0005,0.0,0.0002,0.0002,news_research_speech,False,False,True,False
pillion rider,46.0,2.0,0.0,0.0004,0.0,0.0,0.0002,news_research,False,False,True,False
threshold level,3.0,57.0,0.0,0.0,0.0005,0.0,0.0002,news_research,True,False,True,False
threshold levels,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
character education training,19.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
threes,18.0,7.0,18.0,0.0002,0.0001,0.0003,0.0002,news_research_speech,False,False,False,True
million boots,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
connection history,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
three-year tenure,21.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
subsurface structures,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
character traits,18.0,21.0,5.0,0.0002,0.0002,0.0001,0.0002,news_research_speech,False,False,True,False
ground and surface waters,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
auction house,23.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
character formation,27.0,21.0,12.0,0.0002,0.0002,0.0002,0.0002,news_research_speech,False,False,True,False
manufacturing sectors,23.0,39.0,3.0,0.0002,0.0004,0.0,0.0002,news_research_speech,False,False,True,False
million birds,24.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,True,False,False,False
outsourcer,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
subsurface geology,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
said land,64.0,6.0,3.0,0.0006,0.0001,0.0,0.0002,news_research_speech,True,False,False,False
outreach programs,31.0,20.0,8.0,0.0003,0.0002,0.0001,0.0002,news_research_speech,False,False,True,False
hypoglycaemia,2.0,42.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,True,False,False
hypogonadism,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
outreach services,18.0,21.0,0.0,0.0002,0.0002,0.0,0.0002,news_research,False,True,True,False
consent forms,3.0,51.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,True,True,False
euro bond market,0.0,0.0,15.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
risk exposures,10.0,69.0,1.0,0.0001,0.0006,0.0,0.0002,news_research_speech,False,False,True,False
management efficiency,2.0,80.0,2.0,0.0,0.0007,0.0,0.0002,news_research_speech,False,False,True,False
substitute appearances,20.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
substitute products,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
luxury vehicle,34.0,0.0,9.0,0.0003,0.0,0.0001,0.0002,news_speech,False,False,True,False
luxury vehicle tax,27.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
substation,35.0,24.0,12.0,0.0003,0.0002,0.0002,0.0002,news_research_speech,False,False,True,False
thrift,8.0,26.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
pilot program,36.0,3.0,13.0,0.0003,0.0,0.0002,0.0002,news_research_speech,False,False,True,False
pilot programme,51.0,8.0,0.0,0.0004,0.0001,0.0,0.0002,news_research,False,False,True,False
retirement decisions,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
seven-year period,12.0,17.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
discontinuities,2.0,42.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
bank services,5.0,53.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
forest reserves water bodies,0.0,0.0,10.0,0.0,0.0,0.0002,0.0002,speech,True,False,False,False
working capital policies,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
fifties,19.0,12.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,False,True
reprisal attack,50.0,2.0,6.0,0.0004,0.0,0.0001,0.0002,news_research_speech,False,False,True,False
fishing sector,40.0,6.0,12.0,0.0003,0.0001,0.0002,0.0002,news_research_speech,True,False,True,False
following benefits,7.0,48.0,0.0,0.0001,0.0004,0.0,0.0002,news_research,False,False,True,False
literature review chapter,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
bargains,19.0,8.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
security intervention,67.0,1.0,2.0,0.0006,0.0,0.0,0.0002,news_research_speech,False,False,True,False
martyrs,45.0,9.0,1.0,0.0004,0.0001,0.0,0.0002,news_research_speech,False,False,True,False
following chapters,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
briefcase,13.0,0.0,18.0,0.0001,0.0,0.0003,0.0002,news_speech,False,False,False,True
privacy concerns,62.0,7.0,4.0,0.0005,0.0001,0.0001,0.0002,news_research_speech,False,True,True,False
fishing nets,26.0,33.0,0.0,0.0002,0.0003,0.0,0.0002,news_research,True,False,False,False
design decisions,5.0,41.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
aircraft carrier,24.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
bottle water products,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
family name,29.0,20.0,5.0,0.0002,0.0002,0.0001,0.0002,news_research_speech,False,False,False,True
insurance compan,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
lineages,8.0,66.0,1.0,0.0001,0.0006,0.0,0.0002,news_research_speech,False,False,True,False
yard stick,3.0,15.0,30.0,0.0,0.0001,0.0005,0.0002,news_research_speech,False,False,False,True
forest resources management,1.0,53.0,0.0,0.0,0.0005,0.0,0.0002,news_research,True,False,False,False
design characteristics,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
locally grown rice,18.0,14.0,10.0,0.0002,0.0001,0.0002,0.0002,news_research_speech,True,False,False,False
uh citizens,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
fishmeal,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
botched deal,18.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
rest people,0.0,0.0,10.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
write-ups,28.0,18.0,0.0,0.0002,0.0002,0.0,0.0002,news_research,False,False,True,False
semester examinations,18.0,12.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
radiation pattern,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
neighbouring areas,31.0,8.0,0.0,0.0003,0.0001,0.0,0.0002,news_research,False,False,True,False
prison terms,46.0,9.0,8.0,0.0004,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
prison term,66.0,4.0,6.0,0.0006,0.0,0.0001,0.0002,news_research_speech,False,False,True,False
yellows,4.0,41.0,4.0,0.0,0.0004,0.0001,0.0002,news_research_speech,False,False,False,True
fishing vessels,38.0,10.0,7.0,0.0003,0.0001,0.0001,0.0002,news_research_speech,True,False,False,False
fishing vessel,31.0,5.0,12.0,0.0003,0.0,0.0002,0.0002,news_research_speech,True,False,False,False
insurance contract,6.0,46.0,0.0,0.0001,0.0004,0.0,0.0002,news_research,False,False,True,False
yellowing,5.0,41.0,0.0,0.0,0.0004,0.0,0.0002,news_research,True,False,False,False
discontinuence,0.0,0.0,11.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
investigation caution statement,49.0,0.0,4.0,0.0004,0.0,0.0001,0.0002,news_speech,False,False,True,False
family needs,12.0,25.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
smartness level,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
bank selection,0.0,27.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
insurance contracts,10.0,36.0,0.0,0.0001,0.0003,0.0,0.0002,news_research,False,False,True,False
productivity gains,32.0,31.0,2.0,0.0003,0.0003,0.0,0.0002,news_research_speech,True,False,True,False
prisonment,0.0,0.0,11.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
following aspects,1.0,39.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
design concepts,2.0,45.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
design concept,5.0,61.0,1.0,0.0,0.0006,0.0,0.0002,news_research_speech,False,False,True,False
psychiatrists,41.0,8.0,10.0,0.0004,0.0001,0.0002,0.0002,news_research_speech,False,True,False,False
bill process,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
fashion design,56.0,16.0,7.0,0.0005,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
smacks,22.0,0.0,16.0,0.0002,0.0,0.0003,0.0002,news_speech,False,False,False,True
insurance act,2.0,0.0,28.0,0.0,0.0,0.0005,0.0002,news_speech,False,False,True,False
uh conduct,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
school-age children,19.0,33.0,0.0,0.0002,0.0003,0.0,0.0002,news_research,False,False,True,False
uh conditions,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
following constraints,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
research site,2.0,39.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
senate,32.0,1.0,23.0,0.0003,0.0,0.0004,0.0002,news_research_speech,False,False,True,False
basketball court,32.0,1.0,19.0,0.0003,0.0,0.0003,0.0002,news_research_speech,False,False,True,False
aeration porosity,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
school year,29.0,14.0,24.0,0.0002,0.0001,0.0004,0.0002,news_research_speech,False,False,True,False
upland rice,6.0,22.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,True,False,False,False
following concepts,0.0,27.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
judg,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
lineage heads,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
billing system,24.0,17.0,16.0,0.0002,0.0002,0.0003,0.0002,news_research_speech,False,False,True,False
medal zone,19.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
fighting corruption,33.0,1.0,24.0,0.0003,0.0,0.0004,0.0002,news_research_speech,False,False,True,False
defenses,33.0,6.0,21.0,0.0003,0.0001,0.0003,0.0002,news_research_speech,False,True,True,False
quality level,2.0,39.0,4.0,0.0,0.0004,0.0001,0.0002,news_research_speech,False,False,True,False
farm operations,10.0,45.0,2.0,0.0001,0.0004,0.0,0.0002,news_research_speech,True,False,False,False
slur,49.0,8.0,3.0,0.0004,0.0001,0.0,0.0002,news_research_speech,False,False,True,False
forest lands,12.0,44.0,0.0,0.0001,0.0004,0.0,0.0002,news_research,True,False,False,False
understandability,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
nature and development foundation,0.0,0.0,11.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
deferment,50.0,10.0,9.0,0.0004,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
world-class facilities,27.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
no-bed syndrome,27.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,True,False,False
agbelima,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
fighter jets,71.0,2.0,2.0,0.0006,0.0,0.0,0.0002,news_research_speech,False,False,True,False
following concentrations,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
seminaries,9.0,20.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
design documents,1.0,45.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
understudy,6.0,27.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
majority members,14.0,1.0,30.0,0.0001,0.0,0.0005,0.0002,news_research_speech,False,False,True,False
smallholder farming households,2.0,53.0,0.0,0.0,0.0005,0.0,0.0002,news_research,True,False,True,False
insurance business,29.0,36.0,4.0,0.0002,0.0003,0.0001,0.0002,news_research_speech,False,False,True,False
